Name,Firm,Completeness %,Missing Count,Missing Fields,ID,Has Bio,Has Sectors,Has Stage,Has URL,Has LinkedIn,LinkedIn URL,Website URL
"CTOFrankieGeneral PartnerAlpin Yukseloglu","CTOFrankieGeneral PartnerAlpin Yukseloglu",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",9aaba2c6-edf7-4534-b4d2-b1dd0a52160e,No,Yes,Yes,No,Yes,"https://linkedin.com/in/ctofrankiegeneral-partneralpin-yukseloglu",""
"Customer spotlightFormer (AngelList wires funds directly to the company.Customer spotlightFormer founderCapital)","Customer spotlightFormer (AngelList wires funds directly to the company.Customer spotlightFormer founderCapital)",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",2c86a11b-c758-4f7a-a08c-337c9274514a,No,Yes,Yes,No,Yes,"https://linkedin.com/in/customer-spotlightformer",""
"CVC Capital Partners","CVC Capital Partners",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",46e2c7d2-7a11-4944-9310-a7f05c6bbb07,No,Yes,Yes,No,Yes,"https://linkedin.com/in/cvc-capital-partners",""
"Cyndi Reseburg","Cyndi Reseburg",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",86bc12f1-2389-4696-bb39-5c979248e3e7,No,Yes,Yes,No,Yes,"https://linkedin.com/in/cyndi-reseburg",""
"Damon Guidry","Damon Guidry",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",b1c4f985-75d6-4c76-abf0-9498e60e2066,No,Yes,Yes,No,Yes,"https://linkedin.com/in/damon-guidry",""
"Dan Bartus","Dan Bartus",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",7124cc64-b1db-4bcb-af0a-804feeb4ca69,No,Yes,Yes,No,Yes,"https://linkedin.com/in/dan-bartus",""
"Dan Bartus (Felicis)","Dan Bartus (Felicis)",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",4c1bb629-1640-492f-b487-0667c1340bc4,No,Yes,Yes,No,Yes,"https://linkedin.com/in/dan-bartus",""
"Dan Rochkind","Dan Rochkind",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",122d6cdc-2281-472e-a06e-5cba314c7b8f,No,Yes,Yes,No,Yes,"https://linkedin.com/in/dan-rochkind",""
"Daniel Sherman","Daniel Sherman",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",f47fa229-b876-4752-bb83-57ca65bc4702,No,Yes,Yes,No,Yes,"https://linkedin.com/in/daniel-sherman",""
"Daniel Yum","Daniel Yum",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",6d5e9966-730e-46ea-8b71-20215d30f8f5,No,Yes,Yes,No,Yes,"https://linkedin.com/in/daniel-yum",""
"Danielle Lay","Danielle Lay",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",1e8b4b52-e435-4362-8079-49197f919ea9,No,Yes,Yes,No,Yes,"https://linkedin.com/in/danielle-lay",""
"Dasha Maggio","Dasha Maggio",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",fafccd66-f442-49e1-afac-95d331c54dc2,No,Yes,Yes,No,Yes,"https://linkedin.com/in/dasha-maggio",""
"Data Community Fund","Data Community Fund",49,5,"bio; firm_description_normalized; check_size; notable_investments; url",9b974db1-75e4-4a25-9193-c43f7de12778,No,Yes,Yes,No,Yes,"https://linkedin.com/in/data-community-fund",""
"database profilePrivate equity","database profilePrivate equity",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",cb30b6a7-0b57-477b-95b8-1236b8a522b2,No,Yes,Yes,No,Yes,"https://linkedin.com/in/database-profileprivate-equity",""
"Dave Strohm","Dave Strohm",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",9ba45e60-a6b9-4c06-8ddf-52b9a3f690ad,No,Yes,Yes,No,Yes,"https://linkedin.com/in/dave-strohm",""
"David Cowan","David Cowan",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",03480ea3-1552-4728-b676-8c096c486f16,No,Yes,Yes,No,Yes,"https://linkedin.com/in/david-cowan",""
"David Doctorow","David Doctorow",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",a682c6d6-b870-42de-b9eb-2b81b7ddb888,No,Yes,Yes,No,Yes,"https://linkedin.com/in/david-doctorow",""
"David Fialko","David Fialko",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",a17e5d9b-1552-4c1a-b1e3-9173eb69cdde,No,Yes,Yes,No,Yes,"https://linkedin.com/in/david-fialko",""
"David Gussarsky","David Gussarsky",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",b0489b45-b90e-40cf-9c52-157073685625,No,Yes,Yes,No,Yes,"https://linkedin.com/in/david-gussarsky",""
"David Swain","David Swain",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",5437d756-a380-4837-8ac9-a560ef6a4643,No,Yes,Yes,No,Yes,"https://linkedin.com/in/david-swain",""
"David Weiden","David Weiden",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",fcd045ea-98dc-465c-aa54-2d35ae239142,No,Yes,Yes,No,Yes,"https://linkedin.com/in/david-weiden",""
"Deal Account Management","Deal Account Management",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",c1a82576-3733-402b-8f65-cbc08900b3b5,No,Yes,Yes,No,Yes,"https://linkedin.com/in/deal-account-management",""
"DengGeneral PartnerAstasia MyersGeneral (Felicis)","DengGeneral PartnerAstasia MyersGeneral (Felicis)",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",1e498eac-b484-476a-8e4b-4ea20af7a1a7,No,Yes,Yes,No,Yes,"https://linkedin.com/in/denggeneral-partnerastasia-myersgeneral",""
"Denise Gilbert","Denise Gilbert",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",8eb009e5-f72a-4e24-9cd7-0939bd4d61c2,No,Yes,Yes,No,Yes,"https://linkedin.com/in/denise-gilbert",""
"DFJ","DFJ",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",cf52f10c-48d1-41bc-ab1d-3153df595388,No,Yes,Yes,No,Yes,"https://linkedin.com/in/dfj",""
"Diana Berisha","Diana Berisha",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",012e49fc-400e-4534-bf0e-c3e3871e2374,No,Yes,Yes,No,Yes,"https://linkedin.com/in/diana-berisha",""
"Diana Berisha (Spark Capital)","Diana Berisha (Spark Capital)",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",0e24be3a-d87d-40f5-a809-0dadd7a4d0a1,No,Yes,Yes,No,Yes,"https://linkedin.com/in/diana-berisha",""
"Diana Bernstein, Ph.D. (North Pond Ventures)","Diana Bernstein, Ph.D. (North Pond Ventures)",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",ff7a05ab-6289-452d-8743-a205973216d9,No,Yes,Yes,No,Yes,"https://linkedin.com/in/diana-bernstein",""
"Diana Reyes","Diana Reyes",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",c005c906-a1d7-4ef7-a9a4-e2a5345c19c2,No,Yes,Yes,No,Yes,"https://linkedin.com/in/diana-reyes",""
"Director Maddie Maloney (Northpondventures)","Director Maddie Maloney (Northpondventures)",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",faf9d4aa-6b97-421d-bb3d-efb6b40c09f0,No,Yes,Yes,No,Yes,"https://linkedin.com/in/director-maddie-maloney",""
"Dr. Andy May","Dr. Andy May",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",0ede4590-589a-417b-9e91-39fac95b807b,No,Yes,Yes,No,Yes,"https://linkedin.com/in/dr-andy-may",""
"Dr. Brenton Fargnoli","Dr. Brenton Fargnoli",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",96e7d948-81cc-428e-92ac-dd8789506957,No,Yes,Yes,No,Yes,"https://linkedin.com/in/dr-brenton-fargnoli",""
"Dr. Galym Imanbayev","Dr. Galym Imanbayev",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",4c17705c-469c-48f0-a821-7ecf807c0fdc,No,Yes,Yes,No,Yes,"https://linkedin.com/in/dr-galym-imanbayev",""
"Dr. John Hamer","Dr. John Hamer",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",c7566f06-39da-4dcc-b17f-2b5796b2374d,No,Yes,Yes,No,Yes,"https://linkedin.com/in/dr-john-hamer",""
"Dr. Justin Kern","Dr. Justin Kern",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",e2dd4093-85cd-423a-a791-2d516333382f,No,Yes,Yes,No,Yes,"https://linkedin.com/in/dr-justin-kern",""
"Dr. Kiersten Stead","Dr. Kiersten Stead",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",9d9fb916-84f1-4547-ac11-3690f7633570,No,Yes,Yes,No,Yes,"https://linkedin.com/in/dr-kiersten-stead",""
"Dr. Scott C. Hsu","Dr. Scott C. Hsu",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",d362b07c-3f32-47b0-bbde-26eb1be86011,No,Yes,Yes,No,Yes,"https://linkedin.com/in/dr-scott-c-hsu",""
"Dragoneer Investment Group","Dragoneer Investment Group",49,5,"investment_thesis; firm_description_normalized; check_size; notable_investments; url",dba7d7e3-7fb5-405d-b217-19e005343ecf,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/dragoneer-investment-group",""
"Dynamk Capital","Dynamk Capital",49,5,"bio; firm_description_normalized; check_size; notable_investments; url",e2813ad6-9ff1-4536-b08d-a892b3756721,No,Yes,Yes,No,Yes,"https://linkedin.com/in/dynamk-capital",""
"early general partners","early general partners",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",c8fd4ac4-1894-48b9-8613-a52e6fe2f66e,No,Yes,Yes,No,Yes,"https://linkedin.com/in/early-general-partners",""
"Ed Sim (Boldstart)","Ed Sim (Boldstart)",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",876e483d-3779-4482-80c1-026a5f37fb61,No,Yes,Yes,No,Yes,"https://linkedin.com/in/ed-sim",""
"Edward Mathers","Edward Mathers",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",9a88d920-0dd0-4d4b-8d57-32dc15456d5d,No,Yes,Yes,No,Yes,"https://linkedin.com/in/edward-mathers",""
"EIRS Special Partners","EIRS Special Partners",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",a677a186-2883-4df9-8645-177b336d771f,No,Yes,Yes,No,Yes,"https://linkedin.com/in/eirs-special-partners",""
"Ekkta Bathija","Ekkta Bathija",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",ecb00855-6a9d-4fea-b4c8-97ea90e9bbbd,No,Yes,Yes,No,Yes,"https://linkedin.com/in/ekkta-bathija",""
"Ekkta Bathija (Village Global)","Ekkta Bathija (Village Global)",49,5,"bio; investment_thesis; check_size; notable_investments; url",f2e001f1-a7fe-4cbd-a8b4-ad8b95e7cad4,No,Yes,Yes,No,Yes,"https://linkedin.com/in/ekkta-bathija",""
"Eldridge Industries","Eldridge Industries",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",7b973356-0703-4a23-9c43-4cdf4cf7e5ff,No,Yes,Yes,No,Yes,"https://linkedin.com/in/eldridge-industries",""
"Elena Mosse","Elena Mosse",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",6b99dfd0-ee93-4745-bac2-b13586645a6a,No,Yes,Yes,No,Yes,"https://linkedin.com/in/elena-mosse",""
"Elfers Emeritus Partners","Elfers Emeritus Partners",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",6d39beeb-3854-4a1f-b07b-167ae9c78e16,No,Yes,Yes,No,Yes,"https://linkedin.com/in/elfers-emeritus-partners",""
"Eli Conniff","Eli Conniff",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",f6da0219-38f3-469f-926e-03d76c4bc625,No,Yes,Yes,No,Yes,"https://linkedin.com/in/eli-conniff",""
"Elias Quijano, Ph.D.","Elias Quijano, Ph.D.",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",60255417-78de-4bd5-8f7d-31fb2783fa61,No,Yes,Yes,No,Yes,"https://linkedin.com/in/elias-quijano",""
"Elias Quijano, Ph.D. (North Pond Ventures)","Elias Quijano, Ph.D. (North Pond Ventures)",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",b6d7aa0c-f9fa-4f76-9985-2e18e3ca9b9f,No,Yes,Yes,No,Yes,"https://linkedin.com/in/elias-quijano",""
"Eliot Durbin","Eliot Durbin",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",5a58a4b2-7688-4cf0-babf-ea1f194490f6,No,Yes,Yes,No,Yes,"https://linkedin.com/in/eliot-durbin",""
"Eliot Durbin (Boldstart)","Eliot Durbin (Boldstart)",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",7ff5e311-77d0-45c9-82ca-75a2304f32d5,No,Yes,Yes,No,Yes,"https://linkedin.com/in/eliot-durbin",""
"Eliot Durbin General (Boldstart)","Eliot Durbin General (Boldstart)",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",7456ee56-0e78-4202-8119-32c8b238d5c1,No,Yes,Yes,No,Yes,"https://linkedin.com/in/eliot-durbin-general",""
"Elisa Schreiber","Elisa Schreiber",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",48bf91d7-5b10-4786-a57d-fe2d12eeb096,No,Yes,Yes,No,Yes,"https://linkedin.com/in/elisa-schreiber",""
"Elizabeth Harkavy","Elizabeth Harkavy",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",e9cf45a2-5e9b-4adb-b6b9-bd42f7d0c7b5,No,Yes,Yes,No,Yes,"https://linkedin.com/in/elizabeth-harkavy",""
"Elizabeth Yin","Hustle Fund",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",a3134e03-a858-42f7-9960-b978b6654f9e,No,Yes,Yes,No,Yes,"https://linkedin.com/in/elizabeth-yin",""
"Elizabeth Yin (Hustle Fund)","Elizabeth Yin (Hustle Fund)",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",d60bfb91-1303-48fb-ac23-e6a13261f53d,No,Yes,Yes,No,Yes,"https://linkedin.com/in/elizabeth-yin",""
"Ellen Chisa (Boldstart)","Ellen Chisa (Boldstart)",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",1d12f212-6fa5-4d50-b5a2-c3839735d20b,No,Yes,Yes,No,Yes,"https://linkedin.com/in/ellen-chisa",""
"Elysium Venture Capital","Elysium Venture Capital",49,5,"bio; firm_description_normalized; check_size; notable_investments; url",b5b275e1-27d3-4cc0-bbcd-95c11bfa5862,No,Yes,Yes,No,Yes,"https://linkedin.com/in/elysium-venture-capital",""
"Emeritus Erik Torenberg (Villageglobal)","Emeritus Erik Torenberg (Villageglobal)",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",2f851c45-9e99-4c4d-a0d2-44607696e65a,No,Yes,Yes,No,Yes,"https://linkedin.com/in/emeritus-erik-torenberg",""
"Emeritus Founding Partners","Emeritus Founding Partners",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",b2689660-1da7-42fd-a846-7c9a404dd283,No,Yes,Yes,No,Yes,"https://linkedin.com/in/emeritus-founding-partners",""
"Emeritus Partners","Emeritus Partners",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",37aa7a81-b9fa-4624-9c40-fbc3db7a8353,No,Yes,Yes,No,Yes,"https://linkedin.com/in/emeritus-partners",""
"Emily Libresco (Lerer Hippeau)","Emily Libresco (Lerer Hippeau)",49,5,"investment_thesis; firm_description_normalized; check_size; notable_investments; url",cb3de0f9-0431-42a9-85e6-f4c80e4f5656,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/emily-libresco",""
"Empowerment Capital","Empowerment Capital",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",c7930e5a-cf67-47ae-9d46-16e68b2f6b4f,No,Yes,Yes,No,Yes,"https://linkedin.com/in/empowerment-capital",""
"Endless","Endless",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",796ea58b-b4e9-49fd-9683-1d19906800da,No,Yes,Yes,No,Yes,"https://linkedin.com/in/endless",""
"Endurance Investments","Endurance Investments",49,5,"bio; firm_description_normalized; check_size; notable_investments; url",7b15d018-ca72-4a79-9666-813ab5454256,No,Yes,Yes,No,Yes,"https://linkedin.com/in/endurance-investments",""
"Engineering ManagerCaleb OnofreiFinance","Engineering ManagerCaleb OnofreiFinance",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",d90e3d4a-cd20-4a05-ab47-c78b11a606b6,No,Yes,Yes,No,Yes,"https://linkedin.com/in/engineering-managercaleb-onofreifinance",""
"enterprise Connor Love (Lsvp)","enterprise Connor Love (Lsvp)",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",833c6586-1c70-4d97-a699-8f3cd29a6ee5,No,Yes,Yes,No,Yes,"https://linkedin.com/in/enterprise-connor-love",""
"Eric Bahn","Eric Bahn",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",917abbc7-9bf5-4e0c-8c71-9370888a246a,No,Yes,Yes,No,Yes,"https://linkedin.com/in/eric-bahn",""
"Eric Bahn (Hustle Fund)","Eric Bahn (Hustle Fund)",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",3cc105ca-1363-413a-bc9d-0e91d1701fdb,No,Yes,Yes,No,Yes,"https://linkedin.com/in/eric-bahn",""
"Eric Flaningam","Eric Flaningam",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",8530e51c-a1bb-44e1-acf4-70c840cb010b,No,Yes,Yes,No,Yes,"https://linkedin.com/in/eric-flaningam",""
"Eric FlaningamResearch (Felicis)","Eric FlaningamResearch (Felicis)",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",589f53eb-6845-4eb8-89b3-2ad54873054e,No,Yes,Yes,No,Yes,"https://linkedin.com/in/eric-flaningamresearch",""
"Eric Helfgott","Eric Helfgott",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",116537ef-38ec-4fcf-958c-ec92980d0cca,No,Yes,Yes,No,Yes,"https://linkedin.com/in/eric-helfgott",""
"Eric Hippeau","Eric Hippeau",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",bafd3c99-5a8b-42bc-8ca2-76f4439919d3,No,Yes,Yes,No,Yes,"https://linkedin.com/in/eric-hippeau",""
"Eric Johnson","Eric Johnson",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",1d664541-233b-432d-9845-8dc4f6dde36e,No,Yes,Yes,No,Yes,"https://linkedin.com/in/eric-johnson",""
"Erica Knowlton Bennett","Erica Knowlton Bennett",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",5054d05a-a366-40f8-9c8a-f51bd761db16,No,Yes,Yes,No,Yes,"https://linkedin.com/in/erica-knowlton-bennett",""
"EricHippeau EricManaging (Lererhippeau)","EricHippeau EricManaging (Lererhippeau)",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",8011b161-55c1-463f-9115-2203a7fe174f,No,Yes,Yes,No,Yes,"https://linkedin.com/in/erichippeau-ericmanaging",""
"Erik de Stefanis","Interlace Ventures",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",c0267482-4ac6-4324-8580-d5a103de2ce6,No,Yes,Yes,No,Yes,"https://linkedin.com/in/erik-de-stefanis",""
"Erik Pavia","Erik Pavia",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",d2a5e242-dc77-4094-9400-7e420af4e35e,No,Yes,Yes,No,Yes,"https://linkedin.com/in/erik-pavia",""
"Erik Torenberg","Erik Torenberg",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",efd9cea8-16b9-479e-9e08-b4ed4d790a81,No,Yes,Yes,No,Yes,"https://linkedin.com/in/erik-torenberg",""
"Erik Torenberg (Villageglobal)","Erik Torenberg (Villageglobal)",49,5,"bio; investment_thesis; firm_description_normalized; notable_investments; url",ce973cb3-e5c8-4055-bb1e-f297832671cd,No,Yes,Yes,No,Yes,"https://linkedin.com/in/erik-torenberg",""
"Cosmo Jiang","Cosmo Jiang",49,4,"investment_thesis; firm_description_normalized; notable_investments; url",8d670b5b-f9b2-442c-be3d-f8058d19bb89,No,Yes,Yes,No,Yes,"https://linkedin.com/in/cosmo-jiang",""
"David Fialkov","David Fialkov",49,4,"investment_thesis; firm_description_normalized; notable_investments; url",434ffcc2-2004-4407-aab6-819eabd72ecf,No,Yes,Yes,No,Yes,"https://linkedin.com/in/david-fialkov",""
"access additional capital","access additional capital",50,6,"investment_thesis; check_size; geography_focus; notable_investments; url; linkedin_url",5cbf75e9-8028-4b9f-b62f-bf05bad4b8dc,Yes,Yes,Yes,No,No,"",""
"ai Faraz Fatemi (Lsvp)","ai Faraz Fatemi (Lsvp)",50,6,"investment_thesis; check_size; geography_focus; notable_investments; url; linkedin_url",4a3335d1-0a99-45b4-a0d0-8187a053dc9b,Yes,Yes,Yes,No,No,"",""
"Alicia Prodromou (Forerunner Ventures)","Alicia Prodromou (Forerunner Ventures)",50,6,"investment_thesis; check_size; geography_focus; notable_investments; url; linkedin_url",29028f73-1890-4728-bc44-e5d4ca5300b3,Yes,Yes,Yes,No,No,"",""
"are built by (Matrixpartners)","are built by (Matrixpartners)",50,6,"investment_thesis; check_size; geography_focus; notable_investments; url; linkedin_url",8656952f-b0a9-4580-b2a3-b791bab0ab33,Yes,Yes,Yes,No,No,"",""
"Bvp (Bessemer Venture Partners)","Bvp (Bessemer Venture Partners)",50,6,"investment_thesis; firm_description_normalized; geography_focus; notable_investments; url; linkedin_url",edd93a0b-d629-4e5a-9de2-e86ce8cf7115,Yes,Yes,Yes,No,No,"",""
"DesignVidhu PinnamarajuSenior Finance","DesignVidhu PinnamarajuSenior Finance",50,6,"investment_thesis; check_size; geography_focus; notable_investments; url; linkedin_url",ff8e27f6-8697-4508-ac30-c33f6e177e89,Yes,Yes,Yes,No,No,"",""
"Arc Ventures","Arc Ventures",50,5,"bio; investment_thesis; firm_description_normalized; check_size; url",72edde04-33f6-4a32-9edd-959ac0953ebf,No,Yes,Yes,No,Yes,"https://linkedin.com/in/arc-ventures",""
"Blossom Capital","Blossom Capital",50,5,"bio; investment_thesis; firm_description_normalized; check_size; url",71e74029-b470-476f-8c36-c15f5d8d4f0e,No,Yes,Yes,No,Yes,"https://linkedin.com/in/blossom-capital",""
"Bonart Financial Performance","Bonart Financial Performance",50,5,"bio; investment_thesis; firm_description_normalized; check_size; url",6286fe7d-6208-4ae7-8ae9-8e78be5385b2,No,Yes,Yes,No,Yes,"https://linkedin.com/in/bonart-financial-performance",""
"Bowery Capital","Bowery Capital",50,5,"bio; investment_thesis; firm_description_normalized; check_size; url",670b9797-f6c5-4e02-9cfd-aef01632a611,No,Yes,Yes,No,Yes,"https://linkedin.com/in/bowery-capital",""
"Candy Ventures","Candy Ventures",50,5,"bio; investment_thesis; firm_description_normalized; check_size; url",e95feda2-418e-4691-8db3-6edd69316da5,No,Yes,Yes,No,Yes,"https://linkedin.com/in/candy-ventures",""
"Earnest Capital","Earnest Capital",50,5,"bio; investment_thesis; firm_description_normalized; check_size; url",cb65e9c8-0b51-4699-a208-c80276c7329e,No,Yes,Yes,No,Yes,"https://linkedin.com/in/earnest-capital",""
"AZ-CICC Healthcare Investment Fund","AZ-CICC Healthcare Investment Fund",51,6,"investment_thesis; check_size; geography_focus; notable_investments; url; linkedin_url",70b7a7c9-dbce-49e9-b40d-366ec98002bc,Yes,Yes,Yes,No,No,"",""
"BIG Capital","BIG Capital",51,6,"investment_thesis; check_size; geography_focus; notable_investments; url; linkedin_url",e54a879a-7641-43e4-9712-5499957f9ba7,Yes,Yes,Yes,No,No,"",""
"Bullpen Capital","Bullpen Capital",51,6,"investment_thesis; check_size; geography_focus; notable_investments; url; linkedin_url",66d6a3c5-dd4e-4486-9b2d-6ae3eb5be761,Yes,Yes,Yes,No,No,"",""
"Aaref Hilaly","Aaref Hilaly",59,4,"firm_description_normalized; check_size; notable_investments; url",2f4bd214-3cb1-412e-bee8-35895ea337bf,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/aaref-hilaly",""
"Aashay Sanghvi (Haystack)","Aashay Sanghvi (Haystack)",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",71d72e87-fa88-4c96-88bf-078302f5690d,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/aashay-sanghvi",""
"Abby Levy (Hustle Fund)","Abby Levy (Hustle Fund)",59,4,"bio; investment_thesis; notable_investments; url",aad788e8-eb73-4b07-a04f-65e99ab01f5d,No,Yes,Yes,No,Yes,"https://linkedin.com/in/abby-levy",""
"AdministrationMeka AsonyePartnerJosh Kopelman (Firstround)","AdministrationMeka AsonyePartnerJosh Kopelman (Firstround)",59,4,"bio; firm_description_normalized; notable_investments; url",2eff3644-18c4-4b8f-9cf4-01e5cb22a3e8,No,Yes,Yes,No,Yes,"https://linkedin.com/in/administrationmeka-asonyepartnerjosh-kopelman",""
"Adrian Adegesan (Ribbit Capital)","Adrian Adegesan (Ribbit Capital)",59,4,"investment_thesis; check_size; notable_investments; url",dc99e05a-3d4f-4824-be16-11175078b3c6,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/adrian-adegesan",""
"Adriana Roche (Uncork Capital)","Adriana Roche (Uncork Capital)",59,4,"bio; firm_description_normalized; notable_investments; url",2c7861f9-4ae3-4fa4-8213-9c1b1debb8a7,No,Yes,Yes,No,Yes,"https://linkedin.com/in/adriana-roche",""
"AIX Ventures","AIX Ventures",59,4,"bio; investment_thesis; notable_investments; url",2e1d5ed1-5251-482e-9c81-25b90fef8da4,No,Yes,Yes,No,Yes,"https://linkedin.com/in/aix-ventures",""
"Alana Palmedo","Alana Palmedo",59,4,"investment_thesis; check_size; notable_investments; url",cb258bf5-ff44-423f-8ae7-6e8832731b06,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/alana-palmedo",""
"Alaska Permanent Fund","Alaska Permanent Fund",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",bb95f3ba-437f-4af2-8196-2ef8b247e1b1,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/alaska-permanent-fund",""
"Alex Danco","Alex Danco",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",3555f4b4-48cc-455e-b93e-df8d85ec912c,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/alex-danco",""
"Alex Immerman","Alex Immerman",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",50ed8704-5b28-496b-a868-e5df48ed8728,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/alex-immerman",""
"Alicia Levey, Ph.D.","Alicia Levey, Ph.D.",59,4,"bio; investment_thesis; notable_investments; url",2eb6cd8f-a80a-4840-9cfc-b30ed1a84d82,No,Yes,Yes,No,Yes,"https://linkedin.com/in/alicia-levey",""
"Alpha Square Group","Alpha Square Group",59,4,"investment_thesis; check_size; notable_investments; url",655ffa8f-1440-4a2f-aac8-e0879e6946e0,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/alpha-square-group",""
"Amber Love Westphal","Amber Love Westphal",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",5f53598e-c146-4bcf-b63c-60a44a96ecdc,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/amber-love-westphal",""
"Ambienta","Ambienta",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",46e1d19e-b103-4a42-9ede-806a14a220c5,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/ambienta",""
